PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Nahapiet, J; Ghoshal, S",,,,"Nahapiet, J; Ghoshal, S",,,"Social capital, intellectual capital, and the organizational advantage",ACADEMY OF MANAGEMENT REVIEW,,,,,,,,,,,,"Scholars of the theory of the firm have begun to emphasize the sources and conditions of what has been described as ""the organizational advantage,"" rather than focus on the causes and consequences of market failure. Typically, researchers see such organizational advantage as accruing from the particular capabilities organizations have for creating and sharing knowledge. In this article we seek to contribute to this body of work by developing the following arguments: (1) social capital facilitates the creation of new intellectual capital: (2) organizations, as institutional settings, are conducive to the development of high levels of social capital: and (3) it is because of their more dense social capital that firms, within certain limits, have an advantage over markets in creating and sharing intellectual capital. We present a model that incorporates this overall argument in the form of a series of hypothesized relationships between different dimensions of social capital and the main mechanisms and processes necessary for the creation of intellectual capital.",,,,"Pawson, Mark C/A-6085-2010",,,,,,,,,,,,,0363-7425,,,,,APR,1998,23,2,,,,,242,266,,10.2307/259373,,,,,,,WOS:000073127100006,,,,,
J,"Adler, PS; Kwon, SW",,,,"Adler, PS; Kwon, SW",,,Social capital: Prospects for a new concept,ACADEMY OF MANAGEMENT REVIEW,,,,,,,,,,,,"A growing number of sociologists, political scientists, economists. and organizational theorists have invoked the concept of social capital in the search for answers to a broadening range of questions being confronted in their own fields. Seeking to clarify the concept and help assess its utility for organizational theory, we synthesize the theoretical research undertaken in these various disciplines and develop a common conceptual framework that identifies the sources, benefits, risks, and contingencies of social capital.",,,,"Kwon, Seok-Woo/C-6571-2008","Kwon, Seok-Woo/0000-0002-1393-1504",,,,,,,,,,,,0363-7425,,,,,JAN,2002,27,1,,,,,17,40,,10.2307/4134367,,,,,,,WOS:000173232800005,,,,,
J,"Ahuja, G",,,,"Ahuja, G",,,"Collaboration networks, structural holes, and innovation: A longitudinal study",ADMINISTRATIVE SCIENCE QUARTERLY,,,,,,,,,,,,"To assess the effects of a firm's network of relations on innovation, this paper elaborates a theoretical framework that relates three aspects of a firm's ego network-direct ties, indirect ties, and structural holes (disconnections between a firm's partners)-to the firm's subsequent innovation output. It posits that direct and indirect ties both have a positive impact on innovation but that the impact of indirect ties is moderated by the number of a firm's direct ties. Structural holes are proposed to have both positive and negative influences on subsequent innovation. Results from a longitudinal study of firms in the international chemicals industry indicate support for the predictions on direct and indirect ties, but in the interfirm collaboration network, increasing structural holes has a negative effect on innovation. Among the implications for interorganizational network theory is that the optimal structure of interfirm networks depends on the objectives of the network members.",,,,"Ahuja, Gautam/E-9149-2012; McBee, David J/F-3968-2012",,,,,,,,,,,,,0001-8392,,,,,SEP,2000,45,3,,,,,425,455,,10.2307/2667105,,,,,,,WOS:000165346400002,,,,,
J,"Muniz, AM; O'Guinn, TC",,,,"Muniz, AM; O'Guinn, TC",,,Brand community,JOURNAL OF CONSUMER RESEARCH,,,,,,,,,,,,"This article introduces the idea of brand community. A brand community is a specialized, non-geographically bound community, based on a structured set of social relations among admirers of a brand. Grounded in both classic and contemporary sociology and consumer behavior, this article uses ethnographic and computer mediated environment data to explore the characteristics, processes, and particularities of three brand communities (those centered on Ford Bronco, Macintosh, and Saab). These brand communities exhibit three traditional markers of community: shared consciousness, rituals and traditions, and a sense of moral responsibility. The commercial and mass-mediated ethos in which these communities are situated affects their character and structure and gives rise to their particularities. Implications for branding, sociological theories of community, and consumer behavior are offered.",,,,,,,,,,,,,,,,,0093-5301,,,,,MAR,2001,27,4,,,,,412,432,,10.1086/319618,,,,,,,WOS:000167708800002,,,,,
J,"Gulati, R",,,,"Gulati, R",,,Alliances and networks,STRATEGIC MANAGEMENT JOURNAL,,,,,,,,,,,,"This paper introduces a social network perspective to the study of strategic alliances. It extends prior research, which has primarily considered alliances as dyadic exchanges and paid less attention to the fact that key precursors, processes, and outcomes associated with alliances can be destined and shaped in important ways by the social networks within which most firms are embedded. It identifies Jive key issues for the study of alliances: (1) the formation of alliances, (2) the choice of governance structure, (3) the dynamic evolution of alliances, (4) the performance of alliances, and (5) the performance consequences for firms entering alliances. For each of these issues, this paper outlines some of the current research and debates at the firm and dyad level and then discusses some of the new and important insights that result from introducing a network perspective. It highlights current network research on alliances and suggests an agenda for future research. (C) 1998 John Wiley & Sons, Ltd.",,,,,,,,,,,,,,,,,0143-2095,,,,,APR,1998,19,4,,,,,293,317,,10.1002/(SICI)1097-0266(199804)19:4<293::AID-SMJ982>3.0.CO;2-M,,,,,,,WOS:000073063000002,,,,,
J,"Davidsson, P; Honig, B",,,,"Davidsson, P; Honig, B",,,The role of social and human capital among nascent entrepreneurs,JOURNAL OF BUSINESS VENTURING,,,,,,,,,,,,"This study examines nascent entrepreneurship by comparing individuals engaged in nascent activities (n = 380) with a control group (n = 608), after screening a sample from the general population (n = 30,427). The study then follows the developmental process of nascent entrepreneurs for 18 months. Bridging and bonding social capital, consisting of both strong and weak ties, was a robust predictor for nascent entrepreneurs, as well as for advancing through the start-up process. With regard to outcomes like first sale or showing a profit, only one aspect of social capital, viz. being a member of a business network, had a statistically significant positive effect. The study supports human capital in predicting entry into nascent entrepreneurship, but only weakly for carrying the start-up process towards successful completion. (C) 2002 Elsevier Science Inc. All rights reserved.",,,,"白, 纯歌/V-1853-2017; Davidsson, Per/I-9989-2012","Honig, Benson/0000-0003-0563-0899; Davidsson, Per/0000-0002-6363-1382",,,,,,,,,,,,0883-9026,,,,,MAY,2003,18,3,,,,,301,331,,10.1016/S0883-9026(02)00097-6,,,,,,,WOS:000183218000001,,,,,
J,"Amit, R; Zott, C",,,,"Amit, R; Zott, C",,,Value creation in e-business,STRATEGIC MANAGEMENT JOURNAL,,,,,,,,,,,,"We explore the theoretical foundations of value creation in e-business by examining how 59 American and European e-businesses that have recently become publicly traded corporations create value. We observe that in e-business new value can be created by the ways in which transactions are enabled. Grounded in the rich data obtained from case study analyses and in the received theory in entrepreneurship and strategic management, we develop a model of the sources of value creation. The model suggests that the value creation potential of e-businesses hinges on four interdependent dimensions, namely: efficiency, complementarities, lock-in, and novelty. Our findings suggest that no single entrepreneurship or strategic management theory can fully explain the value creation potential of e-business. Rather, an, integration of the received theoretical perspectives on value creation is needed. To enable such an integration, we offer the business model construct as a unit of analysis for future research on value creation in e-business. A business model depicts the design of transaction content, structure, and governance so as to create value through the exploitation of business opportunities. We propose that a firm's business model is an important focus of innovation and a crucial source of value creation for the firm and its suppliers, partners, and customers. Copyright (C) 2001 John Wiley & Sons, Ltd.",,,,"Holt, Karen/B-6501-2011",,,,,,,,,,,,,0143-2095,,,,,JUN-JUL,2001,22,6-7,,,,,493,520,,10.1002/smj.187,,,,,,,WOS:000169356000002,,,,,
J,"Reagans, R; McEvily, B",,,,"Reagans, R; McEvily, B",,,Network structure and knowledge transfer: The effects of cohesion and range,ADMINISTRATIVE SCIENCE QUARTERLY,,,,,,,,,,,,"This research considers how different features of informal networks affect knowledge transfer. As a complement to previous research that has emphasized the dyadic tie strength component of informal networks, we focus on how network structure influences the knowledge transfer process. We propose that social cohesion around a relationship affects the willingness and motivation of individuals to invest time, energy, and effort in sharing knowledge with others. We further argue that the network range, ties to different knowledge pools, increases a person's ability to convey complex ideas to heterogeneous audiences. We also examine explanations for knowledge transfer based on absorptive capacity, which emphasizes the role of common knowledge, and relational embeddedness, which stresses the importance of tie strength. We investigate the network effect on knowledge transfer using data from a contract R&D firm. The results indicate that both social cohesion and network range ease knowledge transfer, over and above the effect for the strength of the tie between two people. We discuss the implications of these findings for research on effective knowledge transfer, social capital, and information diffusion.",,,,,,,,,,,,,,,,,0001-8392,,,,,JUN,2003,48,2,,,,,240,267,,10.2307/3556658,,,,,,,WOS:000187529600003,,,,,
J,"Burt, RS",,,,"Burt, RS",,,The contingent value of social capital,ADMINISTRATIVE SCIENCE QUARTERLY,,,,,1996 Social Science and Statistics Conference in Honor of Clifford C Clogg,1996,"PENN STATE UNIV, UNIVERSITY PK, PA",,PENN STATE UNIV,,,"I present argument and evidence for a structural ecology of social capital that describes how the value of social capital to an individual is contingent on the number of people doing the same work. The information and control benefits of bridging the structural holes-or, disconnections between nonredundant contacts in a network-that constitute social capital are especially valuable to managers with few peers. Such managers do not have the guiding frame of reference for behavior provided by numerous competitors, and the work they do does not have the legitimacy provided by numerous people doing the same kind of work. I use network and performance data on a probability sample of senior managers to show how the value of social capital, high on average for the managers, varies as a power function of the number of people doing the same work.(.)",,,,,,,,,,,,,,,,,0001-8392,,,,,JUN,1997,42,2,,,,,339,365,,10.2307/2393923,,,,,,,WOS:A1997XQ02800005,,,,,
J,"LARSON, A",,,,"LARSON, A",,,NETWORK DYADS IN ENTREPRENEURIAL SETTINGS - A STUDY OF THE GOVERNANCE OF EXCHANGE RELATIONSHIPS,ADMINISTRATIVE SCIENCE QUARTERLY,,,,,,,,,,,,"Social control in network organizational forms is examined through an inductive field study of a sample of dyadic relationships established by high-growth entrepreneurial firms. The social dimensions of the transactions are central in explaining control and coordination in the exchange structures. A process model of network formation is presented that highlights the importance of reputation, trust, reciprocity, and mutual interdependence. The network form is proposed as an alternative to vertical integration for high-growth entrepreneurial firms. The data also suggest that studying the network form of governance can provide insights into firm growth.",,,,,,,,,,,,,,,,,0001-8392,,,,,MAR,1992,37,1,,,,,76,104,,10.2307/2393534,,,,,,,WOS:A1992HN86700004,,,,,
